"x","y"
-8.001,0.023983353034662976
-7.901,0.03108968557257685
-7.800999999999999,0.03743403083076435
-7.701,0.04273702428795622
-7.600999999999999,0.04675003151361122
-7.5009999999999994,0.049266102783459
-7.401,0.05012973229618755
-7.300999999999999,0.04924500599912395
-7.201,0.0465817680192077
-7.100999999999999,0.04217949693998189
-7.0009999999999994,0.03614865790172984
-6.901,0.0286693824266277
-6.800999999999999,0.0199874221502741
-6.701,0.010407422152845139
-6.600999999999999,0.00028366081505671486
-6.5009999999999994,-0.009991497499364317
-6.401,-0.020001096797098213
-6.300999999999999,-0.02931860596305691
-6.201,-0.03752396023078127
-6.100999999999999,-0.04422007354541917
-6.0009999999999994,-0.04904922882751864
-5.901,-0.05170873414591283
-5.800999999999999,-0.05196523504849843
-5.700999999999999,-0.04966709737415516
-5.600999999999999,-0.04475432063727301
-5.5009999999999994,-0.03726550860804748
-5.401,-0.027341509348034337
-5.300999999999999,-0.015225439303876532
-5.200999999999999,-0.0012589220823732454
-5.100999999999999,0.014125501372393795
-5.0009999999999994,0.030415702350838177
-4.901,0.04703481105909192
-4.800999999999999,0.0633592268630154
-4.700999999999999,0.07873931509690464
-4.600999999999999,0.09252220188602331
-4.5009999999999994,0.10407598293265695
-4.401,0.11281458649341676
-4.300999999999999,0.11822247798111504
-4.200999999999999,0.11987836621764647
-4.100999999999999,0.11747707101412197
-4.0009999999999994,0.11084873926470909
-3.900999999999999,0.09997465200407946
-3.8009999999999993,0.0849989468593058
-3.7009999999999996,0.06623568707671022
-3.600999999999999,0.04417083700552239
-3.5009999999999994,0.0194588509641877
-3.400999999999999,-0.007086256496295572
-3.3009999999999993,-0.034505320642361066
-3.2009999999999987,-0.06171370443851515
-3.100999999999999,-0.08752585917835905
-3.0009999999999994,-0.11068421736526063
-2.900999999999999,-0.1298917145658229
-2.8009999999999993,-0.14384710199976777
-2.7009999999999987,-0.15128209918953736
-2.600999999999999,-0.15099935014314284
-2.5009999999999994,-0.1419100905818703
-2.400999999999999,-0.1230704100533949
-2.3009999999999993,-0.09371500280736471
-2.2009999999999987,-0.053287345423880146
-2.100999999999999,-0.0014653166696063456
-2.0009999999999994,0.0618186158627035
-1.900999999999999,0.13636337989798894
-1.8009999999999993,0.22169202804960592
-1.7009999999999987,0.31705160408558714
-1.600999999999999,0.4214203386323236
-1.5009999999999994,0.5335221592257872
-1.400999999999999,0.6518482886963889
-1.3009999999999993,0.774685498243276
-1.2009999999999987,0.9001503835753301
-1.100999999999999,1.0262288502978099
-1.0009999999999994,1.1508198340087727
-0.9009999999999989,1.271782146431547
-0.8009999999999993,1.3869832356675944
-0.7009999999999987,1.494348579709717
-0.6009999999999991,1.5919104000800797
-0.5009999999999994,1.6778543881107082
-0.4009999999999989,1.7505631800678563
-0.30099999999999927,1.8086553979709887
-0.20099999999999874,1.8510191883676979
-0.10099999999999909,1.876839338218765
-0.0009999999999994458,1.8856172211674278
0.0990000000000002,1.8771830237128044
0.19900000000000162,1.8516999133895702
0.29900000000000126,1.8096600336759994
0.3990000000000009,1.751872436398555
0.49900000000000055,1.6794432851552739
0.5990000000000002,1.5937488761261605
0.6990000000000016,1.496402219270168
0.7990000000000013,1.3892140975233278
0.8990000000000009,1.2741496690946654
0.9990000000000006,1.1532817940324593
1.0990000000000002,1.0287423476031974
1.1990000000000016,0.902672827462963
1.2990000000000013,0.7771755680177137
1.399000000000001,0.6542668438433805
1.4990000000000006,0.5358330758061921
1.599000000000002,0.4235912509374337
1.6990000000000016,0.31905453355755
1.7990000000000013,0.2235038849135136
1.899000000000001,0.13796632677070164
1.9990000000000006,0.06320028667853343
2.099000000000002,-0.0003117448699712772
2.1990000000000016,-0.05236322608551829
2.2990000000000013,-0.09301643299298828
2.399000000000001,-0.12258857343283898
2.4990000000000006,-0.1416317171134419
2.599000000000002,-0.15090727625406236
2.6990000000000016,-0.15135590977635688
2.7990000000000013,-0.14406383369000839
2.899000000000001,-0.13022659845525478
2.9990000000000006,-0.11111143889635261
3.099000000000002,-0.08801931295803894
3.1990000000000016,-0.062247722589634485
3.2990000000000013,-0.03505535470494656
3.399000000000001,-0.00762949488462308
3.4990000000000006,0.018942945458471413
3.599000000000002,0.04370008228365633
3.6990000000000016,0.06582483879858586
3.7990000000000013,0.08465946352964457
3.899000000000001,0.09971457061765478
3.9990000000000006,0.11067266058580973
4.099000000000002,0.11738625023284703
4.199000000000002,0.11987090162628797
4.299000000000001,0.11829358753937697
4.399000000000001,0.11295695978161564
4.4990000000000006,0.10428019409172984
4.599000000000002,0.09277716776048255
4.699000000000002,0.07903278196149316
4.799000000000001,0.06367826883803207
4.899000000000001,0.047366323595448796
4.9990000000000006,0.030746874969945406
5.099000000000002,0.014444255135821819
5.199000000000002,-0.0009635451785770501
5.299000000000001,-0.014962945735050465
5.399000000000001,-0.02711969062930553
5.4990000000000006,-0.03709025083094885
5.599000000000002,-0.044629490117977726
5.699000000000002,-0.049594502882638
5.799000000000001,-0.051944664490394823
5.899000000000001,-0.0517380611326801
5.9990000000000006,-0.04912458237233347
6.099000000000002,-0.0443360622320227
6.199000000000002,-0.03767394066761247
6.299000000000001,-0.029494984205354804
6.399000000000001,-0.020195650714152875
6.4990000000000006,-0.010195707798055759
6.599000000000002,0.00007828303322301262
6.699000000000002,0.01020902284354422
6.799000000000001,0.019803517366635683
6.899000000000001,0.02850660622987001
6.9990000000000006,0.036012552845684116
7.099000000000002,0.04207435303701088
7.199000000000002,0.04651051415253076
7.299000000000001,0.04920915572622382
7.399000000000001,0.05012938397431448
7.4990000000000006,0.049299991989560255
7.599000000000002,0.04681563192375429
7.699000000000002,0.04283069156644495
7.799000000000001,0.03755118269380033
7.899000000000001,0.031225010136725385
7.9990000000000006,0.024131036771904032
